chart_id	chart_title	organism	process_name	circuitClass	circuitClassName	circuitClassRationale	description	scientificAccuracy	notes	verified	verifiedBy	provenance_category	logicGates	complexity_logicGates	logic_gate_counts_agree	mermaid	topology_loops	class_topology_mismatch	mismatch_note	citation_count	has_source_notes
synthetic_toehold_riboregulator	Toehold Switch Riboregulator	Synthetic circuit	Toehold Switch Riboregulator	I	Feed-forward cascade	A trans-acting trigger RNA opens a cis-repressed hairpin to expose the ribosome-binding site, switching translation ON. A programmable RNA input device with no feedback. Class I.	A toehold switch: the output mRNA carries a hairpin that sequesters its own ribosome-binding site. A separate trigger RNA binds the single-stranded toehold and unfolds the hairpin, exposing the RBS and turning on translation. Sequence-programmable and orthogonal, with no regulatory loop.	Ground-truth circuit. Toehold-switch riboregulators with high dynamic range and orthogonality were engineered by Green et al. (2014).	Ground-truth Class I RNA input device (trans-activating, feed-forward).	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 0, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Trigger RNA input]
    B[Binds toehold of hairpin mRNA]
    C[\Hairpin unfolds, exposes RBS/]
    D[Ribosome-binding site free]
    E[Translation ON]
    F(Output protein)

    A --> B
    B --> C
    C --> D
    D --> E
    E --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#74c0fc,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	0	true	A programmable RNA input device with no feedback. Class I. Ground-truth Class I RNA input device (trans-activating, feed-forward	1	false
synthetic_toggle_switch	Genetic Toggle Switch (Gardner-Collins)	Synthetic circuit	Genetic Toggle Switch (Gardner-Collins)	III	Bistable switch / positive feedback	Two repressors each transcribed from a promoter the other represses (LacI ⊣ TetR ⊣ LacI). Mutual repression yields two stable states; transient inducer pulses flip between them. The canonical engineered bistable switch (Gardner, Cantor & Collins 2000).	The first engineered bistable gene circuit: two repressors, each driven by a promoter the other represses. The double-negative loop has two stable states (high-LacI or high-TetR). A transient pulse of IPTG or aTc flips the switch, which then holds its state — a one-bit memory built from transcription.	Ground-truth circuit. Construction and bistability demonstrated in E. coli by Gardner, Cantor & Collins (2000).	Ground-truth Class III anchor. Two mutual-repression edges (2 NOT) form the bistable double-negative loop.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 2, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Input: IPTG pulse]
    G[Input: aTc pulse]
    B[\LacI inactivated/]
    H[\TetR inactivated/]
    C[TetR expressed]
    F[LacI expressed]
    D[/TetR represses Plac/]
    E[/LacI represses Ptet/]
    I(Stable state A: high TetR)
    J(Stable state B: high LacI)

    A --> B
    G --> H
    B -->|derepress Ptet| C
    H -->|derepress Plac| F
    C --> D
    F --> E
    D -->|⊣| F
    E -->|⊣| C
    C --> I
    F --> J

    style A fill:#ff6b6b,color:#fff
    style G fill:#ff6b6b,color:#fff
    style B fill:#51cf66,color:#fff
    style H fill:#51cf66,color:#fff
    style C fill:#ffd43b,color:#000
    style F fill:#ffd43b,color:#000
    style D fill:#51cf66,color:#fff
    style E fill:#51cf66,color:#fff
    style I fill:#b197fc,color:#fff
    style J fill:#b197fc,color:#fff"	4	false		1	false
synthetic_xor_gate	Recombinase Boolean XOR Gate	Synthetic circuit	Recombinase Boolean XOR Gate	I	Feed-forward cascade	Two inputs drive orthogonal recombinases that set the orientation of a DNA register so that output is ON only when exactly one input is present; the device computes the combinational function XOR with no feedback loop. Class I (a logic function, not a memory loop) — Bonnet et al. 2013.	A genetically encoded XOR gate built from site-specific recombinases. Each input triggers a recombinase that flips a segment of DNA; the register ends in an output-ON orientation only when exactly one of the two inputs is active. The circuit computes a Boolean function of its current inputs — a combinational logic element rather than a stateful counter.	Ground-truth circuit. Recombinase-based amplifying Boolean logic gates, including XOR, were built and characterized by Bonnet et al. (2013).	Ground-truth Class I combinational logic: XOR computed by recombinase register orientation (no feedback).	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 1}"	"{""andGates"": 0, ""orGates"": 1, ""total"": 1}"	true	"graph TD
    A[Inputs A and B]
    B[Orthogonal recombinases]
    C[\Set DNA register orientation/]
    D{exactly one input ON?}
    E[Output expressed]
    F(XOR output)

    A --> B
    B --> C
    C --> D
    D -->|Yes| E
    E --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#74c0fc,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	0	true	the combinational function XOR with no feedback loop. Class I (a logic function, not a memory loop) — Bonnet et al. 2013. Groun	1	false
yeast_aerobic_respiration	Aerobic Respiration and Oxidative Phosphorylation	S. cerevisiae	Aerobic Respiration and Oxidative Phosphorylation	I	Feed-forward cascade	Respiration / oxidative-phosphorylation execution chain	Aerobic respiration in Saccharomyces cerevisiae converts pyruvate to CO2 and H2O through the TCA cycle and electron transport chain, generating significantly more ATP than fermentation. This pathway is repressed under high glucose conditions (Crabtree effect/glucose repression) and activated during diauxic shift or respiratory growth on non-fermentable carbon sources. Mitochondrial function and respiratory gene expression are tightly regulated by oxygen availability and carbon source quality.					unclear	"{""and"": 2, ""not"": 5, ""or"": 5}"	"{""andGates"": 2, ""orGates"": 6, ""total"": 8}"	false	harvest/mermaid/yeast_aerobic_respiration.mmd	0	false		0	false
yeast_alcoholic_fermentation	Alcoholic Fermentation (Ethanol Production)	S. cerevisiae	Alcoholic Fermentation (Ethanol Production)	I	Feed-forward cascade	Alcoholic fermentation execution pathway	Alcoholic fermentation in Saccharomyces cerevisiae is the metabolic pathway that converts glucose to ethanol and CO2 under anaerobic conditions. This process involves glycolysis followed by ethanolic fermentation, and is regulated by oxygen availability (Crabtree effect), glucose concentration, and energy status. Yeast preferentially ferments even in the presence of oxygen when glucose is abundant, making this pathway central to brewing, baking, and biofuel production.					unclear	"{""and"": 1, ""not"": 3, ""or"": 7}"	"{""andGates"": 1, ""orGates"": 7, ""total"": 8}"	true	harvest/mermaid/yeast_alcoholic_fermentation.mmd	40	false		0	false
yeast_autophagy	Yeast Autophagy	S. cerevisiae	Yeast Autophagy	I	Feed-forward cascade	Autophagy execution pathway	Autophagy in S. cerevisiae is a conserved catabolic process that delivers cytoplasmic components to the vacuole for degradation and recycling. The process involves formation of double-membrane autophagosomes that engulf cargo, followed by fusion with the vacuole and breakdown of contents. The core machinery includes the Atg1 kinase complex for initiation, the PI3K complex for nucleation, two ubiquitin-like conjugation systems (Atg12-Atg5 and Atg8-PE), and the Atg9 cycling system. Autophagy is induced by nutrient starvation, rapamycin treatment, or other stresses through TOR kinase inhibition. This flowchart illustrates the complete pathway from autophagy induction through phagophore assembly, cargo selection, autophagosome completion, vacuolar fusion, and cargo degradation.	This flowchart is based on extensive peer-reviewed literature on yeast autophagy, including studies on Atg protein functions, autophagosome biogenesis, and regulatory mechanisms. The pathway components, assembly sequence, and logic gates have been validated against primary research sources. S. cerevisiae autophagy serves as the paradigm for understanding this process in all eukaryotes.	Created based on comprehensive research on S. cerevisiae autophagy, the model system for understanding this conserved eukaryotic process.	True	Manual creation with PubMed literature review	human_curated	"{""and"": 12, ""not"": 6, ""or"": 0}"	"{""andGates"": 5, ""orGates"": 7, ""total"": 12}"	false	harvest/mermaid/yeast_autophagy.mmd	62	false		4	false
yeast_cell_cycle_checkpoints	Cell Cycle Checkpoints and Surveillance	S. cerevisiae	Cell Cycle Checkpoints and Surveillance	IV	Delayed negative feedback (oscillator)	Cell-cycle oscillator gated by checkpoint feedback	Cell cycle checkpoints in Saccharomyces cerevisiae ensure accurate chromosome replication and segregation by monitoring DNA integrity, replication completion, and spindle assembly. The major checkpoints include G1/S (Start), intra-S phase, G2/M, and spindle assembly checkpoint (SAC). These surveillance mechanisms prevent progression with damaged or unreplicated DNA and ensure proper chromosome attachment to the mitotic spindle.					unclear	"{""and"": 1, ""not"": 14, ""or"": 7}"	"{""andGates"": 1, ""orGates"": 7, ""total"": 8}"	true	harvest/mermaid/yeast_cell_cycle_checkpoints.mmd	7	false		0	false
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	S. cerevisiae	Cell Cycle Control and CDK Regulation	IV	Delayed negative feedback (oscillator)	CDK-cyclin oscillator with transcription-degradation delay	The eukaryotic cell cycle in budding yeast is controlled by cyclin-dependent kinases (CDKs), primarily Cdc28 (CDK1), which partners with different cyclins at different cell cycle stages. This elegant system of checkpoints, positive and negative regulators ensures proper progression through G1, S, G2, and M phases, with critical controls at Start, DNA replication, and mitosis.	This flowchart is based on Nobel Prize-winning research and verified experimental data from peer-reviewed literature. All molecular mechanisms including cyclin-CDK regulation, checkpoint controls, and APC/C function have been validated against primary research sources. The model represents fundamental principles of eukaryotic cell cycle control discovered in budding yeast and conserved across all eukaryotes (2001 Nobel Prize in Physiology or Medicine).	This model represents the core cell cycle control system. Contains 3 OR logic gates (Start checkpoint, DNA replication checkpoint, spindle assembly checkpoint), each with binary yes/no branching. The Start checkpoint evaluates size AND nutrients internally but is represented as a single decision diamond. The yeast model system led to fundamental discoveries applicable to all eukaryotes (2001 Nobel Prize). All 30 nodes are uniquely identified and colored according to the 7-color Programming Framework.	True	Literature review including Nobel Prize-winning work on cell cycle control	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 3, ""total"": 3}"	false	"graph TD
    Start([Cell Cycle Entry]) --> G1Phase[G1 Phase<br/>Cell Growth]
    G1Phase --> StartCheck{Start Checkpoint<br/>Size & Nutrients?}
    
    StartCheck -->|No| G1Arrest[G1 Arrest]
    StartCheck -->|Yes| G1Cyclins[G1 Cyclins<br/>Cln1/2/3]
    
    G1Cyclins --> Cdc28Activation[Cdc28-Cln<br/>Activation]
    Cdc28Activation --> BudFormation[Bud Formation<br/>Spindle Pole Duplication]
    BudFormation --> SPhase[S Phase Entry<br/>DNA Replication]
    
    SPhase --> SCheckpoint{DNA Replication<br/>Complete?}
    SCheckpoint -->|No| SArrest[S Phase Arrest<br/>Rad53 Checkpoint]
    SCheckpoint -->|Yes| ClbCyclins[Clb5/6 Cyclins<br/>S-phase CDK]
    
    ClbCyclins --> G2Phase[G2 Phase<br/>Growth & Preparation]
    G2Phase --> MitCyclins[Clb1/2 Cyclins<br/>Mitotic CDK]
    MitCyclins --> Mitosis[M Phase<br/>Chromosome Segregation]
    
    Mitosis --> SpindleCheck{Spindle Assembly<br/>Checkpoint?}
    SpindleCheck -->|Failed| MArrest[Metaphase Arrest<br/>Mad2/BubR1]
    SpindleCheck -->|Passed| APC[APC/C Activation<br/>Cdc20]
    
    APC --> CyclinDegradation[/Cyclin B<br/>Degradation/]
    CyclinDegradation --> CDKInactivation[CDK Inactivation]
    CDKInactivation --> Anaphase[Anaphase<br/>Sister Separation]
    
    Anaphase --> Telophase[Telophase<br/>Cytokinesis]
    Telophase --> G1Return[Return to G1]
    G1Return --> G1Phase
    

    %% Semantic Color Styling

    %% Semantic Color Styling

    %% Semantic Color Styling

    %% Semantic Color Styling
    style APC fill:#51cf66,color:#fff
    style CyclinDegradation fill:#74c0fc,color:#fff"	18	false		5	true
yeast_cell_wall_integrity	Cell Wall Integrity (CWI) Pathway and Pkc1 Signaling	S. cerevisiae	Cell Wall Integrity (CWI) Pathway and Pkc1 Signaling	II	Negative feedback (homeostatic)	Pkc1-CWI homeostatic feedback. QA note: current Mermaid topology has loops=0 despite Class II assignment; verify whether the feedback edge is missing from the diagram or the class should be revised.	The Cell Wall Integrity (CWI) pathway responds to cell wall stress via surface sensors (Wsc1/2/3, Mid2, Mtl1) detecting cell wall damage or osmotic stress. Sensors activate Rho1 GTPase via GEFs (Rom1/2). Rho1-GTP activates Pkc1 kinase, initiating a MAPK cascade: Bck1 (MAPKKK) → Mkk1/2 (MAPKK) → Slt2/Mpk1 (MAPK). Activated Slt2 phosphorylates transcription factors Rlm1 and SBF (Swi4/Swi6), inducing cell wall biosynthesis genes. Rho1 also directly activates β-1,3-glucan synthase for immediate wall repair.	Based on extensive research on yeast cell wall signaling. Paradigm for fungal cell wall stress response.	Shows high OR gates (8) for multiple sensors and stress types, AND gates (6) for complex assembly.	True	Claude-4-Sonnet	ai_generated	"{""and"": 3, ""not"": 3, ""or"": 6}"	"{""andGates"": 6, ""orGates"": 8, ""total"": 14}"	false	harvest/mermaid/yeast_cell_wall_integrity.mmd	0	true	Pkc1-CWI homeostatic feedback. QA note: current Mermaid topology has loops=0 despite Class II assignment; ver	1	false
yeast_chromatin_silencing	Chromatin Silencing at Telomeres and HM Loci	S. cerevisiae	Chromatin Silencing at Telomeres and HM Loci	V	Self-modifying chromatin / epigenetic	Sir2/3/4 self-propagating heterochromatin; epigenetic memory	Chromatin silencing in S. cerevisiae represses transcription at telomeres, HM loci (silent mating type), and rDNA through formation of heterochromatin-like structures. Sir proteins (Sir2 NAD+-dependent histone deacetylase, Sir3, Sir4) assemble at silencers, spread along chromatin by binding hypoacetylated histones, and recruit additional Sir proteins creating silent domains. Rap1 protein nucleates silencing. The process requires multiple AND gates: all Sir proteins must be present, NAD+ available for Sir2 activity, and proper chromatin context.	Based on decades of research on yeast silencing. All Sir proteins and mechanisms validated.	Chromatin silencing shows very high AND gates (10) for Sir complex assembly and spreading. Sir2 is NAD+-dependent deacetylase linking metabolism to epigenetics.	True	Claude-4-Sonnet	ai_generated	"{""and"": 7, ""not"": 18, ""or"": 3}"	"{""andGates"": 10, ""orGates"": 4, ""total"": 14}"	false	harvest/mermaid/yeast_chromatin_silencing.mmd	5	false		1	false
yeast_dna_replication	DNA Replication and Origin Licensing	S. cerevisiae	DNA Replication and Origin Licensing	I	Feed-forward cascade	Replication & origin-licensing execution machinery	DNA replication in Saccharomyces cerevisiae is a highly regulated process ensuring accurate genome duplication once per cell cycle. It involves origin licensing by MCM2-7 loading in G1 phase, origin firing activation by DDK and S-CDK kinases in S phase, bidirectional replication fork progression with coordinated leading and lagging strand synthesis, and completion with fork convergence and termination.		Regulatory-core replication execution schematic (Class I). Origin licensing through fork progression with damage checkpoint arm.			unclear	"{""and"": 0, ""not"": 0, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[""Origin licensing (ORC/Cdc6/Cdt1)""]
    B[Pre-replicative complex at ARS]
    C[Cdc45-MCM-GINS helicase activation]
    D[Leading / lagging strand synthesis]
    E[Okazaki fragment maturation]
    F[Replication fork progression]
    G[""Checkpoint pause (Rad53/Mrc1)""]
    H[S-phase completion]

    A --> B
    B --> C
    C --> D
    D --> E
    E --> F
    G -->|pause on damage| C
    F --> H

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#ffd43b,color:#000
    style E fill:#51cf66,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#74c0fc,color:#fff
    style H fill:#b197fc,color:#fff"	0	false		0	false
yeast_er_stress_response	ER Stress Response and Unfolded Protein Response	S. cerevisiae	ER Stress Response and Unfolded Protein Response	II	Negative feedback (homeostatic)	ER-stress UPR negative feedback	The Unfolded Protein Response (UPR) in S. cerevisiae responds to ER stress caused by accumulation of misfolded proteins. The sensor Ire1 is an ER transmembrane kinase-endoribonuclease that oligomerizes upon binding unfolded proteins in the ER lumen. Activated Ire1 splices HAC1 mRNA, removing an intron to produce functional Hac1 transcription factor. Hac1 enters the nucleus and activates UPR target genes encoding ER chaperones, ERAD components, and lipid biosynthesis enzymes to expand ER capacity.	Based on extensive research on yeast UPR, paradigm for ER stress responses.	ER stress response shows high AND gates for Ire1 oligomerization and RNA splicing requirements.	True	Claude-4-Sonnet	ai_generated	"{""and"": 5, ""not"": 3, ""or"": 3}"	"{""andGates"": 8, ""orGates"": 6, ""total"": 14}"	false	harvest/mermaid/yeast_er_stress_response.mmd	3	false		1	false
yeast_gal_bistable_switch	Galactose Network Bistable Switch (GAL)	S. cerevisiae	Galactose Network Bistable Switch (GAL)	III	Bistable switch / positive feedback	Galactose activates Gal3p, which sequesters the repressor Gal80p and frees the activator Gal4p; Gal4p induces GAL3 and the transporter GAL2, a positive-feedback loop that makes GAL induction bistable and hysteretic — a persistent (IIIa) switch with memory of past galactose exposure (Acar, Becskei & van Oudenaarden 2005).	The yeast galactose-utilization network behaves as a bistable switch. Galactose-bound Gal3p sequesters the repressor Gal80p, releasing the activator Gal4p; Gal4p then induces GAL3 and the galactose permease GAL2, positive feedback that produces history-dependent (hysteretic) ON/OFF states across a population.	Bistability and hysteresis of the GAL network were demonstrated quantitatively in single cells (Acar, Becskei & van Oudenaarden 2005).	Ground-truth yeast Class IIIa bistable switch (galactose memory); positive feedback via GAL3/GAL2.	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Galactose]
    B[Gal3p activated]
    C[/Sequesters Gal80p repressor/]
    D[Gal4p activator freed]
    E[GAL gene transcription]
    F[\Induces GAL3 + GAL2 feedback/]
    G(Bistable GAL-ON state, hysteresis)

    A --> B
    B --> C
    C -->|⊣ Gal80| D
    D --> E
    E --> F
    F -->|+| B
    D --> G

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#ffd43b,color:#000
    style E fill:#51cf66,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#b197fc,color:#fff"	5	false		1	false
yeast_gal_regulation	GAL Gene Regulation	S. cerevisiae	GAL Gene Regulation	III	Bistable switch / positive feedback	Gal3/Gal80 positive feedback; classic bistable GAL switch	The GAL gene regulatory system in yeast controls galactose metabolism through a sophisticated genetic switch involving three regulatory proteins: Gal4p (transcriptional activator), Gal80p (inhibitor), and Gal3p (inducer). This system demonstrates hierarchical gene regulation with glucose repression (catabolite repression) and galactose induction, operating through multiple logic gates to coordinate expression of GAL1, GAL7, GAL10, and other genes required for galactose utilization.	This flowchart is based on verified biochemical and genetic data from decades of research on the GAL system, considered one of the best-understood eukaryotic gene regulatory networks. All molecular components, regulatory mechanisms, and protein interactions have been validated against primary research sources. The model represents the current scientific consensus on GAL regulation including the Gal4p-Gal80p-Gal3p regulatory triangle and glucose-mediated catabolite repression.	This flowchart represents the GAL genetic switch with 58 unique nodes (A-BK + ANDGATE1). Contains 3 OR logic gates (glucose presence, galactose presence) and 1 AND gate (requires both glucose absence AND Gal80p release for full activation). The system demonstrates hierarchical regulation with glucose having dominant repressive effect over galactose induction. All molecular components and regulatory mechanisms validated against primary literature.	True	Literature review and AI validation	human_curated	"{""and"": 1, ""not"": 5, ""or"": 2}"	"{""andGates"": 2, ""orGates"": 3, ""total"": 5}"	false	harvest/mermaid/yeast_gal_regulation.mmd	0	true	Gal3/Gal80 positive feedback; classic bistable GAL switch	4	true
yeast_gcn4_starvation	Gcn4 Amino Acid Starvation Response (GAAC)	S. cerevisiae	Gcn4 Amino Acid Starvation Response (GAAC)	II	Negative feedback (homeostatic)	GAAC: Gcn2-eIF2α-Gcn4 amino-acid-starvation negative feedback	The General Amino Acid Control (GAAC) responds to amino acid starvation via Gcn4 transcription factor. Under starvation, uncharged tRNAs accumulate, activating Gcn2 kinase which phosphorylates eIF2α. This reduces general translation but paradoxically increases GCN4 translation via upstream ORFs (uORFs) in its 5'UTR. Gcn4 activates >500 genes including amino acid biosynthesis, purine synthesis, autophagy, and mitochondrial function. The system shows remarkable translational control through 4 uORFs that act as ribosome scanning barriers.	Based on extensive research on yeast GAAC and translational control. Conserved as ISR in mammals.	Shows elegant translational control via uORFs. Conserved as ISR (Integrated Stress Response) in mammals with 4 eIF2α kinases.	True	Claude-4-Sonnet	ai_generated	"{""and"": 2, ""not"": 5, ""or"": 2}"	"{""andGates"": 4, ""orGates"": 7, ""total"": 11}"	false	harvest/mermaid/yeast_gcn4_starvation.mmd	0	true	F2α-Gcn4 amino-acid-starvation negative feedback	1	false
yeast_glycolysis	Glycolysis and Glucose Metabolism	S. cerevisiae	Glycolysis and Glucose Metabolism	I	Feed-forward cascade	Glycolysis execution pathway	Glycolysis is the central metabolic pathway converting glucose to pyruvate through 10 enzymatic steps, producing ATP and NADH. In yeast, this pathway is subject to allosteric regulation at key control points (hexokinase, phosphofructokinase, pyruvate kinase) and demonstrates metabolic logic through substrate availability checks and feedback regulation. The pathway represents one of evolution's most conserved biochemical programs, operating in virtually all organisms.	This flowchart is based on verified biochemical data from decades of glycolysis research. All 10 enzymatic steps, regulatory mechanisms, and energy balances have been validated against primary research sources and biochemistry textbooks. The pathway represents the canonical Embden-Meyerhof-Parnas pathway with yeast-specific regulatory features including glucose repression and ethanol fermentation coupling.	This flowchart represents glycolysis with 56 unique nodes (A-BM). Contains 4 OR logic gates (glucose check, ATP check, NAD+ check, oxygen check). Demonstrates the 10-step enzymatic pathway with explicit ATP investment (2), ATP production (4), and NADH generation (2). Shows both aerobic (TCA cycle) and anaerobic (ethanol fermentation) fates of pyruvate. PFK is highlighted as the rate-limiting step with allosteric regulation.	True	Literature review and biochemistry textbooks	human_curated	"{""and"": 0, ""not"": 3, ""or"": 4}"	"{""andGates"": 2, ""orGates"": 3, ""total"": 5}"	false	harvest/mermaid/yeast_glycolysis.mmd	0	false		4	true
yeast_heat_shock_response	Heat Shock Response	S. cerevisiae	Heat Shock Response	II	Negative feedback (homeostatic)	Hsf1 negative feedback via chaperone titration	The Heat Shock Response (HSR) in *Saccharomyces cerevisiae* is a fundamental cellular defense mechanism against proteotoxic stress, primarily triggered by elevated temperatures but also by other stressors like oxidative or osmotic stress. The process begins with the accumulation of misfolded proteins, which titrate away Hsp90/Hsp70 chaperones, leading to the release and activation of the Heat Shock Factor 1 (Hsf1). Hsf1 trimerizes, undergoes phosphorylation, and binds to Heat Shock Elements (HSEs) in the promoters of heat shock protein (HSP) genes, initiating their transcription and subsequent translation into new chaperones.	This flowchart is based on peer-reviewed literature and represents current scientific understanding of the process. All components and mechanisms have been validated against primary research sources.	Auto-generated using PubMed and Gemini APIs. Based on 5 peer-reviewed sources.	True	AI-assisted generation with PubMed literature review	ai_generated	"{""and"": 0, ""not"": 2, ""or"": 6}"	"{""andGates"": 0, ""orGates"": 12, ""total"": 12}"	false	harvest/mermaid/yeast_heat_shock_response.mmd	0	true	Hsf1 negative feedback via chaperone titration	4	false
yeast_hog_pathway	HOG Pathway (High Osmolarity Glycerol Response)	S. cerevisiae	HOG Pathway (High Osmolarity Glycerol Response)	II	Negative feedback (homeostatic)	HOG MAPK osmoadaptation with negative feedback	The HOG (High Osmolarity Glycerol) pathway in S. cerevisiae is a MAPK signaling cascade that responds to osmotic stress by activating transcription of osmoprotective genes and stimulating glycerol production. The pathway has two input branches: the SLN1 branch (two-component phosphorelay via Sln1-Ypd1-Ssk1 under normal osmolarity) and the SHO1 branch (membrane sensor Sho1-Ste20-Ste50-Ste11). Both branches converge on redundant MAPKKKs (Ssk2/Ssk22) that activate the MAPKK Pbs2, which phosphorylates and activates the MAPK Hog1. Activated Hog1 translocates to the nucleus, phosphorylates transcription factors (Hot1, Msn2/4, Sko1), and induces genes for glycerol synthesis (GPD1, GPP2), ion transporters, and stress proteins. Hog1 also regulates translation, cell cycle, and chromatin remodeling. The pathway exemplifies eukaryotic MAPK architecture with scaffold proteins, feedback regulation, and multi-level signal integration. This flowchart illustrates both input branches, the MAPK cascade, nuclear outputs, and adaptation mechanisms.	This flowchart is based on extensive genetic and biochemical studies of the HOG pathway, one of the best-characterized MAPK pathways in eukaryotes. All components (Sln1, Sho1, Ssk2, Pbs2, Hog1, transcription factors), regulatory mechanisms, and signal flow have been validated through decades of research. The model represents the paradigm for osmotic stress signaling.	The HOG pathway is the paradigm for MAPK signaling in eukaryotes, demonstrating key principles: dual input branches for robustness, scaffold proteins (Pbs2) for specificity, dual phosphorylation for MAPK activation, and multi-level outputs (transcription, translation, cell cycle, chromatin). The SLN1 branch uses a two-component system (bacterial-like) while SHO1 uses membrane sensors (eukaryotic). Pbs2 scaffold prevents cross-talk with other MAPK pathways (mating, cell wall). Glycerol synthesis is the major output, increasing internal osmolarity to match external. The pathway is highly conserved: mammalian p38 MAPK is the Hog1 ortholog. HOG has been extensively modeled computationally, making it ideal for systems biology. This pathway exemplifies eukaryotic signal integration with high AND gate requirements for complex assembly.	True	Claude-4-Sonnet	ai_generated	"{""and"": 2, ""not"": 6, ""or"": 8}"	"{""andGates"": 11, ""orGates"": 5, ""total"": 16}"	false	harvest/mermaid/yeast_hog_pathway.mmd	4	false		4	false
yeast_mapk_mating	MAPK Pheromone Response Pathway (Mating)	S. cerevisiae	MAPK Pheromone Response Pathway (Mating)	III	Bistable switch / positive feedback	Pheromone MAPK mating commitment switch	The yeast mating response is a classic MAPK cascade triggered by pheromones. α-factor (from MATα cells) or a-factor (from MATa cells) bind GPCRs (Ste2/Ste3), activating Gα (Gpa1) dissociation from Gβγ (Ste4/Ste18). Free Gβγ recruits scaffold Ste5, which assembles the MAPK cascade: Ste11 (MAPKKK), Ste7 (MAPKK), Fus3/Kss1 (MAPK). Activated Fus3 phosphorylates transcription factor Ste12, relieves Far1-mediated repression, induces mating genes, and causes G1 arrest for shmoo formation.	Based on Nobel Prize-related work on GPCR signaling and extensive yeast mating research.	Shows very high AND gates (10) for MAPK cascade assembly and cell fusion checkpoints.	True	Claude-4-Sonnet	ai_generated	"{""and"": 8, ""not"": 5, ""or"": 4}"	"{""andGates"": 10, ""orGates"": 4, ""total"": 14}"	false	harvest/mermaid/yeast_mapk_mating.mmd	0	true	circuitClass=III with loops=0	1	false
yeast_mating_response	Yeast Mating Response	S. cerevisiae	Yeast Mating Response	III	Bistable switch / positive feedback	Pheromone MAPK mating commitment switch	The mating response in S. cerevisiae is a well-characterized MAPK signaling cascade that enables haploid cells of opposite mating types (a and α) to communicate, polarize, and fuse. The process begins when mating pheromones (a-factor or α-factor) bind to G protein-coupled receptors, triggering dissociation of the heterotrimeric G protein. The freed Gβγ subunits activate a three-tiered MAPK cascade (Ste11-Ste7-Fus3/Kss1) that phosphorylates transcription factors, inducing mating-specific genes. Cells arrest in G1, form mating projections (shmoos), and undergo cell and nuclear fusion. This flowchart illustrates the complete pathway from pheromone sensing through signal transduction, transcriptional response, morphological changes, and cell fusion.	This flowchart is based on extensive peer-reviewed literature on yeast mating, including studies on pheromone signaling, MAPK cascades, cell polarity, and cell fusion. The pathway components, regulatory interactions, and logic gates have been validated against primary research sources. The yeast mating response serves as a paradigm for GPCR signaling and MAPK cascades in all eukaryotes.	Created based on extensive research on S. cerevisiae mating, the paradigm for GPCR signaling and MAPK cascades in eukaryotes.	True	Manual creation with PubMed literature review	human_curated	"{""and"": 18, ""not"": 7, ""or"": 0}"	"{""andGates"": 6, ""orGates"": 8, ""total"": 14}"	false	harvest/mermaid/yeast_mating_response.mmd	3	false		4	false
