chart_id	chart_title	pmid	doi	title	authors	year	url	raw_citation
ecoli_two_component_signaling	Two-Component Signal Transduction (EnvZ-OmpR)	8682777	10.1128/jb.178.13.3779-3787.1996	Modulation of porin gene expression by the two-component regulatory system EnvZ-OmpR	Pratt LA, Hsing W, Gibson KE, Silhavy TJ	1996		"Pratt LA, Hsing W, Gibson KE, Silhavy TJ. ""Modulation of porin gene expression by the two-component regulatory system EnvZ-OmpR"". Journal of Bacteriology. 1996. PubMed: 8682777. doi:10.1128/jb.178.13.3779-3787.1996"
ecoli_two_component_signaling	Two-Component Signal Transduction (EnvZ-OmpR)	22580561	10.1038/nsmb.2269	Structure of the EnvZ osmosensor and molecular basis of signal transduction	Wang LC, Morgan LK, Godakumbura P, Kenney LJ, Anand GS	2012		"Wang LC, Morgan LK, Godakumbura P, Kenney LJ, Anand GS. ""Structure of the EnvZ osmosensor and molecular basis of signal transduction"". Nature Structural & Molecular Biology. 2012. PubMed: 22580561. doi:10.1038/nsmb.2269"
ecoli_two_component_signaling	Two-Component Signal Transduction (EnvZ-OmpR)	12453205	10.1046/j.1365-2958.2002.03267.x	DNA binding and phosphorylation-dependent dimerization of the response regulator OmpR	Kenney LJ	2002		"Kenney LJ. ""DNA binding and phosphorylation-dependent dimerization of the response regulator OmpR"". Molecular Microbiology. 2002. PubMed: 12453205. doi:10.1046/j.1365-2958.2002.03267.x"
ecoli_type_iii_secretion	E. coli Type III Secretion System	25002086		Type III secretion systems: bacterial nanomachines for protein delivery into target cells	Galán JE	2014		"Galán JE. ""Type III secretion systems: bacterial nanomachines for protein delivery into target cells"". Annual review of microbiology. 2014. PubMed: 25002086"
ecoli_type_iii_secretion	E. coli Type III Secretion System	21517912		The LEE-encoded type III secretion system of enteropathogenic Escherichia coli: a model for understanding EPEC pathogenesis	Dean P	2011		"Dean P. ""The LEE-encoded type III secretion system of enteropathogenic Escherichia coli: a model for understanding EPEC pathogenesis"". FEMS microbiology reviews. 2011. PubMed: 21517912"
ecoli_type_iii_secretion	E. coli Type III Secretion System	25793961		Structure and assembly of the bacterial type III secretion machine	Diepold A	2015		"Diepold A. ""Structure and assembly of the bacterial type III secretion machine"". FEMS microbiology reviews. 2015. PubMed: 25793961"
ecoli_type_iii_secretion	E. coli Type III Secretion System	9363945		Enteropathogenic E. coli (EPEC) transfers its receptor for intimate adherence into mammalian cells	Kenny B	1997		"Kenny B. ""Enteropathogenic E. coli (EPEC) transfers its receptor for intimate adherence into mammalian cells"". Cell. 1997. PubMed: 9363945"
human_akt_foxo_insulin	Insulin–AKT–FOXO Metabolic Homeostat	10102273	10.1016/S0092-8674(00)80595-4	Akt promotes cell survival by phosphorylating and inhibiting a Forkhead transcription factor	Brunet A, Bonni A, Zigmond MJ, et al.	1999		"Brunet A, Bonni A, Zigmond MJ, et al.. ""Akt promotes cell survival by phosphorylating and inhibiting a Forkhead transcription factor"". Cell. 1999. PubMed: 10102273. doi:10.1016/S0092-8674(00)80595-4"
human_akt_foxo_insulin	Insulin–AKT–FOXO Metabolic Homeostat	28431241	10.1016/j.cell.2017.04.001	AKT/PKB signaling: navigating the network	Manning BD, Toker A	2017		"Manning BD, Toker A. ""AKT/PKB signaling: navigating the network"". Cell. 2017. PubMed: 28431241. doi:10.1016/j.cell.2017.04.001"
human_ampk_energy_homeostat	AMPK Energy-Charge Homeostat	22436748	10.1038/nrm3311	AMPK: a nutrient and energy sensor that maintains energy homeostasis	Hardie DG, Ross FA, Hawley SA	2012		"Hardie DG, Ross FA, Hawley SA. ""AMPK: a nutrient and energy sensor that maintains energy homeostasis"". Nature Reviews Molecular Cell Biology. 2012. PubMed: 22436748. doi:10.1038/nrm3311"
human_apoptosis_caspase_switch	Caspase Apoptosis Commitment Switch	16978046	10.1371/journal.pcbi.0020120	Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability	Legewie S, Blüthgen N, Herzel H	2006		"Legewie S, Blüthgen N, Herzel H. ""Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability"". PLoS Computational Biology. 2006. PubMed: 16978046. doi:10.1371/journal.pcbi.0020120"
human_bcl2_bax_momp	BCL-2/BAX Mitochondrial Apoptosis Switch	18505631	10.1016/j.jaci.2007.10.026	How cells die: apoptosis pathways	Chipuk JE, Green DR	2008		"Chipuk JE, Green DR. ""How cells die: apoptosis pathways"". Journal of Allergy and Clinical Immunology. 2008. PubMed: 18505631. doi:10.1016/j.jaci.2007.10.026"
human_bcl2_bax_momp	BCL-2/BAX Mitochondrial Apoptosis Switch	20683470	10.1038/nrm2952	Mitochondria and cell death: outer membrane permeabilization and beyond	Tait SW, Green DR	2010		"Tait SW, Green DR. ""Mitochondria and cell death: outer membrane permeabilization and beyond"". Nature Reviews Molecular Cell Biology. 2010. PubMed: 20683470. doi:10.1038/nrm2952"
human_bcl6_gc_fate_switch	BCL6 Germinal-Center Fate Switch	10947831	10.1016/S1074-7613(00)00020-4	BCL-6 represses genes required for plasma cell differentiation	Shaffer AL, Yu X, He Y, et al.	2000		"Shaffer AL, Yu X, He Y, et al.. ""BCL-6 represses genes required for plasma cell differentiation"". Immunity. 2000. PubMed: 10947831. doi:10.1016/S1074-7613(00)00020-4"
human_bcl6_gc_fate_switch	BCL6 Germinal-Center Fate Switch	18434124	10.1016/j.coi.2008.03.016	Transcription factors that regulate memory in humoral responses	Calame KL	2008		"Calame KL. ""Transcription factors that regulate memory in humoral responses"". Current Opinion in Immunology. 2008. PubMed: 18434124. doi:10.1016/j.coi.2008.03.016"
human_beta_cell_insulin_oscillator	Pancreatic β-Cell Glucose–Insulin Oscillator	17666486	10.1152/ajpendo.00359.2007	Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion	Bertram R, Sherman A, Satin LS	2007		"Bertram R, Sherman A, Satin LS. ""Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion"". American Journal of Physiology - Endocrinology and Metabolism. 2007. PubMed: 17666486. doi:10.1152/ajpendo.00359.2007"
human_calcium_oscillator	IP3/Ca²⁺ Oscillator (CICR)	11413485	10.1038/35036035	The versatility and universality of calcium signalling	Berridge MJ, Lipp P, Bootman MD	2000		"Berridge MJ, Lipp P, Bootman MD. ""The versatility and universality of calcium signalling"". Nature Reviews Molecular Cell Biology. 2000. PubMed: 11413485. doi:10.1038/35036035"
human_camp_pka_desensitization	cAMP/PKA GPCR Desensitization	15276710	10.1016/j.tips.2004.06.006	Historical review: a brief history and personal retrospective of seven-transmembrane receptors	Lefkowitz RJ	2004		"Lefkowitz RJ. ""Historical review: a brief history and personal retrospective of seven-transmembrane receptors"". Trends in Pharmacological Sciences. 2004. PubMed: 15276710. doi:10.1016/j.tips.2004.06.006"
human_cdk1_mitotic_switch	Cdk1–Cdc25–Wee1 Mitotic Trigger	12509509	10.1073/pnas.0235349100	Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts	Sha W, Moore J, Chen K, Lassaletta AD, Yi CS, Tyson JJ, Sible JC	2003		"Sha W, Moore J, Chen K, Lassaletta AD, Yi CS, Tyson JJ, Sible JC. ""Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts"". PNAS. 2003. PubMed: 12509509. doi:10.1073/pnas.0235349100"
human_cdk1_mitotic_switch	Cdk1–Cdc25–Wee1 Mitotic Trigger	12629549	10.1038/ncb954	Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2	Pomerening JR, Sontag ED, Ferrell JE	2003		"Pomerening JR, Sontag ED, Ferrell JE. ""Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2"". Nature Cell Biology. 2003. PubMed: 12629549. doi:10.1038/ncb954"
human_cebpa_myeloid_commitment	C/EBPα Myeloid Commitment Switch	9317128		Granulocyte colony-stimulating factor induces C/EBPα and C/EBPβ expression in myeloid progenitors	Ye M, Zhang H, Yang H, et al.	1997		"Ye M, Zhang H, Yang H, et al.. ""Granulocyte colony-stimulating factor induces C/EBPα and C/EBPβ expression in myeloid progenitors"". Journal of Immunology. 1997. PubMed: 9317128"
human_cebpa_myeloid_commitment	C/EBPα Myeloid Commitment Switch	14729975	10.1128/MCB.24.3.1234-1247.2004	C/EBPα is required for the development of granulocytes and macrophages	Zhang DE, Hetherington CJ, Chen HM, Tenen DG	2004		"Zhang DE, Hetherington CJ, Chen HM, Tenen DG. ""C/EBPα is required for the development of granulocytes and macrophages"". Molecular and Cellular Biology. 2004. PubMed: 14729975. doi:10.1128/MCB.24.3.1234-1247.2004"
human_cgas_sting_dna_sensing	cGAS–STING Cytosolic DNA Sensing	23258413	10.1126/science.1232458	Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway	Sun L, Wu J, Du F, Chen X, Chen ZJ	2013		"Sun L, Wu J, Du F, Chen X, Chen ZJ. ""Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway"". Science. 2013. PubMed: 23258413. doi:10.1126/science.1232458"
human_cgas_sting_dna_sensing	cGAS–STING Cytosolic DNA Sensing	18724357	10.1038/nature07317	STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling	Ishikawa H, Barber GN	2008		"Ishikawa H, Barber GN. ""STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling"". Nature. 2008. PubMed: 18724357. doi:10.1038/nature07317"
human_circadian_clock	Circadian Clock (BMAL1/CLOCK–PER/CRY)	12198538	10.1038/nature00965	Coordination of circadian timing in mammals	Reppert SM, Weaver DR	2002		"Reppert SM, Weaver DR. ""Coordination of circadian timing in mammals"". Nature. 2002. PubMed: 12198538. doi:10.1038/nature00965"
human_emt_zeb_mir200	EMT ZEB/miR-200 Bistable Switch	24154725	10.1073/pnas.1318192110	MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination	Lu M, Jolly MK, Levine H, Onuchic JN, Ben-Jacob E	2013		"Lu M, Jolly MK, Levine H, Onuchic JN, Ben-Jacob E. ""MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination"". PNAS. 2013. PubMed: 24154725. doi:10.1073/pnas.1318192110"
human_emt_zeb_mir200	EMT ZEB/miR-200 Bistable Switch	23972859	10.1016/j.bpj.2013.07.011	Coupled reversible and irreversible bistable switches underlying TGF-β-induced EMT	Tian XJ, Zhang H, Xing J	2013		"Tian XJ, Zhang H, Xing J. ""Coupled reversible and irreversible bistable switches underlying TGF-β-induced EMT"". Biophysical Journal. 2013. PubMed: 23972859. doi:10.1016/j.bpj.2013.07.011"
human_erk_bistable_switch	ERK/MAPK Ultrasensitive Bistable Switch	9572732	10.1126/science.280.5365.895	The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes	Ferrell JE, Machleder EM	1998		"Ferrell JE, Machleder EM. ""The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes"". Science. 1998. PubMed: 9572732. doi:10.1126/science.280.5365.895"
human_estrogen_receptor_switch	Estrogen-Receptor Positive-Autoregulation Switch	17013392	10.1038/ng1901	Genome-wide analysis of estrogen receptor binding sites	Carroll JS, Meyer CA, Song J, et al.	2006		"Carroll JS, Meyer CA, Song J, et al.. ""Genome-wide analysis of estrogen receptor binding sites"". Nature Genetics. 2006. PubMed: 17013392. doi:10.1038/ng1901"
human_foxp3_treg_switch	Foxp3 Regulatory T-Cell Switch	20072126	10.1038/nature08750	Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell commitment	Zheng Y, Josefowicz S, Chaudhry A, Peng XP, Forbush K, Rudensky AY	2010		"Zheng Y, Josefowicz S, Chaudhry A, Peng XP, Forbush K, Rudensky AY. ""Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell commitment"". Nature. 2010. PubMed: 20072126. doi:10.1038/nature08750"
human_foxp3_treg_switch	Foxp3 Regulatory T-Cell Switch	22278057	10.1038/nature10772	Extrathymically generated regulatory T cells control mucosal TH2 inflammation	Josefowicz SZ, Niec RE, Kim HY, et al.	2012		"Josefowicz SZ, Niec RE, Kim HY, et al.. ""Extrathymically generated regulatory T cells control mucosal TH2 inflammation"". Nature. 2012. PubMed: 22278057. doi:10.1038/nature10772"
human_gata1_pu1_switch	GATA1–PU.1 Hematopoietic Lineage Switch	17412320	10.1016/j.ydbio.2007.02.036	Bifurcation dynamics in lineage-commitment in bipotent progenitor cells	Huang S, Guo YP, May G, Enver T	2007		"Huang S, Guo YP, May G, Enver T. ""Bifurcation dynamics in lineage-commitment in bipotent progenitor cells"". Developmental Biology. 2007. PubMed: 17412320. doi:10.1016/j.ydbio.2007.02.036"
human_gata1_pu1_switch	GATA1–PU.1 Hematopoietic Lineage Switch	19956253	10.1038/nature08533	Forcing cells to change lineages	Graf T, Enver T	2009		"Graf T, Enver T. ""Forcing cells to change lineages"". Nature. 2009. PubMed: 19956253. doi:10.1038/nature08533"
human_glucocorticoid_hpa_axis	Glucocorticoid HPA-Axis Feedback	27065163	10.1002/cphy.c150015	Regulation of the hypothalamic-pituitary-adrenocortical stress response	Herman JP, McKlveen JM, Ghosal S, et al.	2016		"Herman JP, McKlveen JM, Ghosal S, et al.. ""Regulation of the hypothalamic-pituitary-adrenocortical stress response"". Comprehensive Physiology. 2016. PubMed: 27065163. doi:10.1002/cphy.c150015"
human_hes1_oscillator	HES1 Ultradian Oscillator	12399594	10.1126/science.1074560	Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop	Hirata H, Yoshiura S, Ohtsuka T, et al.	2002		"Hirata H, Yoshiura S, Ohtsuka T, et al.. ""Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop"". Science. 2002. PubMed: 12399594. doi:10.1126/science.1074560"
human_hippo_yap	Hippo–YAP/TAZ Growth-Control Pathway	17974916	10.1101/gad.1602907	Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition	Zhao B, Wei X, Li W, et al.	2007		"Zhao B, Wei X, Li W, et al.. ""Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition"". Genes & Development. 2007. PubMed: 17974916. doi:10.1101/gad.1602907"
human_hippo_yap	Hippo–YAP/TAZ Growth-Control Pathway	26544935	10.1016/j.cell.2015.10.044	The Hippo pathway: regulators and regulations	Yu FX, Zhao B, Guan KL	2015		"Yu FX, Zhao B, Guan KL. ""The Hippo pathway: regulators and regulations"". Cell. 2015. PubMed: 26544935. doi:10.1016/j.cell.2015.10.044"
human_hsf1_heat_shock	HSF1 Heat-Shock Response with HSP70 Feedback	21417720	10.1146/annurev-biochem-060809-095203	Regulation of the heat shock response in eukaryotes	Anckar J, Sistonen L	2011		"Anckar J, Sistonen L. ""Regulation of the heat shock response in eukaryotes"". Annual Review of Biochemistry. 2011. PubMed: 21417720. doi:10.1146/annurev-biochem-060809-095203"
human_il6_stat3_inflammation	IL-6/STAT3 Inflammatory Positive-Feedback Switch	19878981	10.1016/j.cell.2009.10.014	An epigenetic switch involving NF-κB, Lin28, let-7 and IL6 links inflammation to transformation	Iliopoulos D, Hirsch HA, Struhl K	2009		"Iliopoulos D, Hirsch HA, Struhl K. ""An epigenetic switch involving NF-κB, Lin28, let-7 and IL6 links inflammation to transformation"". Cell. 2009. PubMed: 19878981. doi:10.1016/j.cell.2009.10.014"
human_il6_stat3_inflammation	IL-6/STAT3 Inflammatory Positive-Feedback Switch	20018552	10.1016/j.cytogfr.2009.11.005	Dangerous liaisons: STAT3 and NF-κB collaboration and crosstalk in cancer	Grivennikov SI, Karin M	2010		"Grivennikov SI, Karin M. ""Dangerous liaisons: STAT3 and NF-κB collaboration and crosstalk in cancer"". Cytokine & Growth Factor Reviews. 2010. PubMed: 20018552. doi:10.1016/j.cytogfr.2009.11.005"
human_ire1_xbp1_upr	IRE1–XBP1 Unfolded Protein Response	22116877	10.1126/science.1209038	The unfolded protein response: from stress pathway to homeostatic regulation	Walter P, Ron D	2011		"Walter P, Ron D. ""The unfolded protein response: from stress pathway to homeostatic regulation"". Science. 2011. PubMed: 22116877. doi:10.1126/science.1209038"
human_irf7_interferon_amplifier	IRF7 Type-I Interferon Amplification Switch	15800576	10.1038/nature03464	IRF-7 is the master regulator of type-I interferon-dependent immune responses	Honda K, Yanai H, Negishi H, et al.	2005		"Honda K, Yanai H, Negishi H, et al.. ""IRF-7 is the master regulator of type-I interferon-dependent immune responses"". Nature. 2005. PubMed: 15800576. doi:10.1038/nature03464"
human_irf7_interferon_amplifier	IRF7 Type-I Interferon Amplification Switch	24362405	10.1038/nri3581	Regulation of type I interferon responses	Ivashkiv LB, Donlin LT	2014		"Ivashkiv LB, Donlin LT. ""Regulation of type I interferon responses"". Nature Reviews Immunology. 2014. PubMed: 24362405. doi:10.1038/nri3581"
human_iron_irp_ire	IRP/IRE Iron Homeostat	20603012	10.1016/j.cell.2010.06.028	Two to tango: regulation of mammalian iron metabolism	Hentze MW, Muckenthaler MU, Galy B, Camaschella C	2010		"Hentze MW, Muckenthaler MU, Galy B, Camaschella C. ""Two to tango: regulation of mammalian iron metabolism"". Cell. 2010. PubMed: 20603012. doi:10.1016/j.cell.2010.06.028"
human_jak_stat_socs	JAK–STAT Signaling with SOCS Feedback	15032587	10.1146/annurev.immunol.22.091003.090312	The role of suppressors of cytokine signalling (SOCS) proteins in regulation of the immune response	Alexander WS, Hilton DJ	2004		"Alexander WS, Hilton DJ. ""The role of suppressors of cytokine signalling (SOCS) proteins in regulation of the immune response"". Annual Review of Immunology. 2004. PubMed: 15032587. doi:10.1146/annurev.immunol.22.091003.090312"
human_mtor_ulk1_autophagy	mTOR–ULK1 Autophagy Homeostat	21258367	10.1038/ncb2152	AMPK and mTOR regulate autophagy through direct phosphorylation of Ulk1	Kim J, Kundu M, Viollet B, Guan KL	2011		"Kim J, Kundu M, Viollet B, Guan KL. ""AMPK and mTOR regulate autophagy through direct phosphorylation of Ulk1"". Nature Cell Biology. 2011. PubMed: 21258367. doi:10.1038/ncb2152"
human_mtorc1_nutrient	mTORC1 Nutrient Homeostat with S6K Feedback	15249583	10.1083/jcb.200403069	The TSC1-2 tumor suppressor controls insulin-PI3K signaling via regulation of IRS proteins	Harrington LS, Findlay GM, Gray A, et al.	2004		"Harrington LS, Findlay GM, Gray A, et al.. ""The TSC1-2 tumor suppressor controls insulin-PI3K signaling via regulation of IRS proteins"". Journal of Cell Biology. 2004. PubMed: 15249583. doi:10.1083/jcb.200403069"
human_mtorc1_nutrient	mTORC1 Nutrient Homeostat with S6K Feedback	28283069	10.1016/j.cell.2017.02.004	mTOR signaling in growth, metabolism, and disease	Saxton RA, Sabatini DM	2017		"Saxton RA, Sabatini DM. ""mTOR signaling in growth, metabolism, and disease"". Cell. 2017. PubMed: 28283069. doi:10.1016/j.cell.2017.02.004"
human_myc_autoregulation	MYC Proliferation Hub with Autosuppression	2182320	10.1002/j.1460-2075.1990.tb08217.x	Negative autoregulation of c-myc transcription	Penn LJ, Brooks MW, Laufer EM, Land H	1990		"Penn LJ, Brooks MW, Laufer EM, Land H. ""Negative autoregulation of c-myc transcription"". EMBO Journal. 1990. PubMed: 2182320. doi:10.1002/j.1460-2075.1990.tb08217.x"
human_myc_autoregulation	MYC Proliferation Hub with Autosuppression	11031250	10.1146/annurev.cellbio.16.1.653	The Myc/Max/Mad network and the transcriptional control of cell behavior	Grandori C, Cowley SM, James LP, Eisenman RN	2000		"Grandori C, Cowley SM, James LP, Eisenman RN. ""The Myc/Max/Mad network and the transcriptional control of cell behavior"". Annual Review of Cell and Developmental Biology. 2000. PubMed: 11031250. doi:10.1146/annurev.cellbio.16.1.653"
human_myod_myogenesis	MyoD Myogenic Determination Switch	2546677	10.1016/0092-8674(89)90838-6	Positive autoregulation of the myogenic determination gene MyoD1	Thayer MJ, Tapscott SJ, Davis RL, Wright WE, Lassar AB, Weintraub H	1989		"Thayer MJ, Tapscott SJ, Davis RL, Wright WE, Lassar AB, Weintraub H. ""Positive autoregulation of the myogenic determination gene MyoD1"". Cell. 1989. PubMed: 2546677. doi:10.1016/0092-8674(89)90838-6"
human_nfkb_ikb_oscillator	NF-κB–IκB Inflammatory Oscillator	12424381	10.1126/science.1071914	The IκB-NF-κB signaling module: temporal control and selective gene activation	Hoffmann A, Levchenko A, Scott ML, Baltimore D	2002		"Hoffmann A, Levchenko A, Scott ML, Baltimore D. ""The IκB-NF-κB signaling module: temporal control and selective gene activation"". Science. 2002. PubMed: 12424381. doi:10.1126/science.1071914"
human_nfkb_ikb_oscillator	NF-κB–IκB Inflammatory Oscillator	15499023	10.1126/science.1099962	Oscillations in NF-κB signaling control the dynamics of gene expression	Nelson DE, Ihekwaba AE, Elliott M, et al.	2004		"Nelson DE, Ihekwaba AE, Elliott M, et al.. ""Oscillations in NF-κB signaling control the dynamics of gene expression"". Science. 2004. PubMed: 15499023. doi:10.1126/science.1099962"
human_nlrp3_inflammasome	NLRP3 Inflammasome All-or-None Switch	24630723	10.1016/j.cell.2014.01.063	Prion-like polymerization underlies signal transduction in antiviral immune defense and inflammasome activation	Cai X, Chen J, Xu H, et al.	2014		"Cai X, Chen J, Xu H, et al.. ""Prion-like polymerization underlies signal transduction in antiviral immune defense and inflammasome activation"". Cell. 2014. PubMed: 24630723. doi:10.1016/j.cell.2014.01.063"
human_nlrp3_inflammasome	NLRP3 Inflammasome All-or-None Switch	24630722	10.1016/j.cell.2014.02.008	Unified polymerization mechanism for the assembly of ASC-dependent inflammasomes	Lu A, Magupalli VG, Ruan J, et al.	2014		"Lu A, Magupalli VG, Ruan J, et al.. ""Unified polymerization mechanism for the assembly of ASC-dependent inflammasomes"". Cell. 2014. PubMed: 24630722. doi:10.1016/j.cell.2014.02.008"
human_notch_delta_lateral_inhibition	Notch–Delta Lateral Inhibition Switch	9015458	10.1006/jtbi.1996.0233	Pattern formation by lateral inhibition with feedback: a mathematical model of Delta-Notch intercellular signalling	Collier JR, Monk NA, Maini PK, Lewis JH	1996		"Collier JR, Monk NA, Maini PK, Lewis JH. ""Pattern formation by lateral inhibition with feedback: a mathematical model of Delta-Notch intercellular signalling"". Journal of Theoretical Biology. 1996. PubMed: 9015458. doi:10.1006/jtbi.1996.0233"
human_nrf2_keap1	NRF2–KEAP1 Oxidative-Stress Homeostat	9887101	10.1101/gad.13.1.76	Keap1 represses nuclear activation of antioxidant responsive elements by Nrf2 through binding to the amino-terminal Neh2 domain	Itoh K, Wakabayashi N, Katoh Y, et al.	1999		"Itoh K, Wakabayashi N, Katoh Y, et al.. ""Keap1 represses nuclear activation of antioxidant responsive elements by Nrf2 through binding to the amino-terminal Neh2 domain"". Genes & Development. 1999. PubMed: 9887101. doi:10.1101/gad.13.1.76"
human_oct4_sox2_nanog_pluripotency	OCT4–SOX2–NANOG Pluripotency Core	16153702	10.1016/j.cell.2005.08.020	Core transcriptional regulatory circuitry in human embryonic stem cells	Boyer LA, Lee TI, Cole MF, et al.	2005		"Boyer LA, Lee TI, Cole MF, et al.. ""Core transcriptional regulatory circuitry in human embryonic stem cells"". Cell. 2005. PubMed: 16153702. doi:10.1016/j.cell.2005.08.020"
human_oct4_sox2_nanog_pluripotency	OCT4–SOX2–NANOG Pluripotency Core	16978048	10.1371/journal.pcbi.0020123	Transcriptional dynamics of the embryonic stem cell switch	Chickarmane V, Troein C, Nuber UA, Sauro HM, Peterson C	2006		"Chickarmane V, Troein C, Nuber UA, Sauro HM, Peterson C. ""Transcriptional dynamics of the embryonic stem cell switch"". PLoS Computational Biology. 2006. PubMed: 16978048. doi:10.1371/journal.pcbi.0020123"
human_p16_rb_senescence	p16–Rb Senescence Commitment Switch	9054499	10.1016/S0092-8674(00)81902-9	Oncogenic ras provokes premature cell senescence associated with accumulation of p53 and p16INK4a	Serrano M, Lin AW, McCurrach ME, Beach D, Lowe SW	1997		"Serrano M, Lin AW, McCurrach ME, Beach D, Lowe SW. ""Oncogenic ras provokes premature cell senescence associated with accumulation of p53 and p16INK4a"". Cell. 1997. PubMed: 9054499. doi:10.1016/S0092-8674(00)81902-9"
human_p53_apoptosis_decision	p53 Arrest-vs-Apoptosis Decision Switch	22700930	10.1126/science.1218351	p53 dynamics control cell fate	Purvis JE, Karhohs KW, Mock C, et al.	2012		"Purvis JE, Karhohs KW, Mock C, et al.. ""p53 dynamics control cell fate"". Science. 2012. PubMed: 22700930. doi:10.1126/science.1218351"
human_p53_apoptosis_decision	p53 Arrest-vs-Apoptosis Decision Switch	23306555	10.1038/cdd.2012.155	A threshold mechanism mediates p53 cell fate decision between growth arrest and apoptosis	Kracikova M, Akiri G, George A, Sachidanandam R, Aaronson SA	2013		"Kracikova M, Akiri G, George A, Sachidanandam R, Aaronson SA. ""A threshold mechanism mediates p53 cell fate decision between growth arrest and apoptosis"". Cell Death & Differentiation. 2013. PubMed: 23306555. doi:10.1038/cdd.2012.155"
human_p53_mdm2	p53–MDM2 DNA-Damage Response Oscillator	14730303	10.1038/ng1293	Dynamics of the p53-Mdm2 feedback loop in individual cells	Lahav G, Rosenfeld N, Sigal A, Geva-Zatorsky N, Levine AJ, Elowitz MB, Alon U	2004		"Lahav G, Rosenfeld N, Sigal A, Geva-Zatorsky N, Levine AJ, Elowitz MB, Alon U. ""Dynamics of the p53-Mdm2 feedback loop in individual cells"". Nature Genetics. 2004. PubMed: 14730303. doi:10.1038/ng1293"
human_p53_mdm2	p53–MDM2 DNA-Damage Response Oscillator	21556066	10.1038/msb.2011.20	Stimulus-dependent dynamics of p53 in single cells	Batchelor E, Loewer A, Mock C, Lahav G	2011		"Batchelor E, Loewer A, Mock C, Lahav G. ""Stimulus-dependent dynamics of p53 in single cells"". Molecular Systems Biology. 2011. PubMed: 21556066. doi:10.1038/msb.2011.20"
human_pd1_pdl1_checkpoint	PD-1/PD-L1 Immune Checkpoint	28990585	10.1038/nri.2017.108	The diverse functions of the PD1 inhibitory pathway	Sharpe AH, Pauken KE	2018		"Sharpe AH, Pauken KE. ""The diverse functions of the PD1 inhibitory pathway"". Nature Reviews Immunology. 2018. PubMed: 28990585. doi:10.1038/nri.2017.108"
human_perk_atf4_isr	PERK–ATF4 Integrated Stress Response	12667446	10.1016/S1097-2765(03)00105-9	An integrated stress response regulates amino acid metabolism and resistance to oxidative stress	Harding HP, Zhang Y, Zeng H, et al.	2003		"Harding HP, Zhang Y, Zeng H, et al.. ""An integrated stress response regulates amino acid metabolism and resistance to oxidative stress"". Molecular Cell. 2003. PubMed: 12667446. doi:10.1016/S1097-2765(03)00105-9"
human_pten_pi3k_akt	PTEN–PI3K–AKT Tumor-Suppressor Homeostat	22473468	10.1038/nrm3330	The functions and regulation of the PTEN tumour suppressor	Song MS, Salmena L, Pandolfi PP	2012		"Song MS, Salmena L, Pandolfi PP. ""The functions and regulation of the PTEN tumour suppressor"". Nature Reviews Molecular Cell Biology. 2012. PubMed: 22473468. doi:10.1038/nrm3330"
human_rb_e2f_restriction_point	Rb–E2F Restriction-Point Switch	18364697	10.1038/ncb1711	A bistable Rb-E2F switch underlies the restriction point	Yao G, Lee TJ, Mori S, Nevins JR, You L	2008		"Yao G, Lee TJ, Mori S, Nevins JR, You L. ""A bistable Rb-E2F switch underlies the restriction point"". Nature Cell Biology. 2008. PubMed: 18364697. doi:10.1038/ncb1711"
human_rig_i_mavs_antiviral	RIG-I/MAVS Antiviral Switch	21782231	10.1016/j.cell.2011.06.041	MAVS forms functional prion-like aggregates to activate and propagate antiviral innate immune response	Hou F, Sun L, Zheng H, Skaug B, Jiang QX, Chen ZJ	2011		"Hou F, Sun L, Zheng H, Skaug B, Jiang QX, Chen ZJ. ""MAVS forms functional prion-like aggregates to activate and propagate antiviral innate immune response"". Cell. 2011. PubMed: 21782231. doi:10.1016/j.cell.2011.06.041"
